indices,season,team,name,age,height,weight,pcs points,uci points,pcs points till tdf,uci points till tdf,race days till tdf,tdf attended,vuelta attended,giro attended,last season pcs points,last season uci points
1209,2012,7,593,,1.74,62.0,826.0,221.8,672.0,210.8,42,True,False,True,1622.0,362.0
1210,2012,7,792,49.0,1.84,73.0,104.0,11.0,37.0,10.0,47,True,False,False,150.0,0.0
1211,2012,7,1453,38.0,1.77,69.0,127.0,8.0,60.0,5.0,35,True,False,False,509.0,91.0
1212,2012,7,1014,43.0,1.84,62.0,264.0,38.8,60.0,13.8,42,False,True,True,356.0,52.0
1213,2012,7,939,43.0,1.72,62.0,192.0,18.0,44.0,5.0,38,False,False,False,192.0,20.0
1214,2012,7,516,33.0,1.84,67.0,67.0,81.0,10.0,32.0,10,False,False,False,103.0,0.0
1215,2012,7,1075,34.0,1.82,70.0,94.0,36.0,52.0,36.0,39,False,True,False,47.0,0.0
1216,2012,7,1352,43.0,1.74,61.0,143.0,6.0,79.0,6.0,56,False,False,True,351.0,22.0
1217,2012,7,1278,35.0,1.82,68.0,182.0,54.8,113.0,44.8,50,False,False,True,207.0,2.0
1218,2012,7,696,37.0,1.76,68.0,23.0,15.0,4.0,12.0,31,False,False,False,29.0,0.0
1219,2012,7,142,39.0,1.82,67.0,83.0,8.0,26.0,8.0,48,True,True,False,150.0,4.0
1220,2012,7,795,44.0,1.78,72.0,10.0,0.0,10.0,0.0,22,True,False,False,70.0,0.0
1221,2012,7,535,35.0,1.79,65.0,148.0,6.0,14.0,6.0,6,False,True,False,53.0,0.0
1222,2012,7,1593,41.0,1.76,66.0,45.0,3.0,20.0,3.0,29,False,True,False,64.0,0.0
1223,2012,7,1690,43.0,1.71,58.0,84.0,14.8,39.0,14.8,31,True,True,False,54.0,0.0
1224,2012,7,1358,47.0,1.8,70.0,35.0,0.0,30.0,0.0,54,False,False,True,69.0,0.0
1225,2012,7,689,40.0,1.71,62.0,25.0,56.8,25.0,56.8,35,True,False,False,0.0,0.0
1226,2012,7,57,48.0,1.79,67.0,35.0,1.0,31.0,0.0,40,False,False,True,35.0,0.0
1227,2012,7,660,39.0,1.73,56.0,23.0,0.8,17.0,0.8,35,False,True,False,203.0,24.0
1228,2012,7,419,39.0,1.71,60.0,40.0,0.8,30.0,0.8,46,False,False,True,105.0,6.0
1229,2012,7,1190,31.0,1.88,68.0,49.0,29.0,0.0,3.0,6,False,False,False,0.0,0.0
1230,2012,7,1219,38.0,1.69,59.0,117.0,24.0,45.0,8.0,27,True,False,False,257.0,0.0
1231,2012,7,1404,40.0,1.82,68.0,36.0,0.0,11.0,0.0,35,False,True,False,108.0,4.0
1232,2012,7,609,45.0,1.74,63.0,32.0,5.0,32.0,5.0,33,False,False,False,57.0,0.0
1233,2012,7,662,43.0,,,0.0,6.0,0.0,6.0,16,False,False,False,157.0,0.0
1234,2012,7,943,35.0,1.81,73.0,55.0,28.0,34.0,16.0,32,False,False,False,12.0,0.0
1235,2012,7,1627,38.0,1.83,72.0,30.0,30.0,10.0,30.0,26,False,False,False,24.0,0.0
1236,2012,7,625,31.0,,,2.0,5.0,2.0,5.0,10,False,False,False,0.0,0.0
1237,2012,8,1030,33.0,1.82,78.0,2108.0,678.2,1111.0,344.2,48,True,False,False,1563.0,213.0
1238,2012,8,1217,38.0,1.81,65.0,1715.0,685.2,963.0,422.0,42,True,False,False,1271.0,130.0
1239,2012,8,140,45.0,1.82,70.0,536.0,195.0,309.0,89.0,42,True,False,True,1014.0,178.0
1240,2012,8,718,34.0,1.78,67.0,664.0,332.8,281.0,217.0,32,False,True,False,530.0,9.0
1241,2012,8,485,36.0,1.79,67.0,366.0,136.8,167.0,22.0,42,False,False,True,311.0,24.0
1242,2012,8,192,45.0,1.79,60.0,377.0,97.2,346.0,96.0,47,True,False,True,123.0,7.0
1243,2012,8,1427,36.0,1.91,75.0,232.0,79.4,145.0,46.2,45,True,False,False,345.0,6.0
1244,2012,8,663,37.0,1.86,73.0,112.0,1.0,57.0,1.0,37,False,True,False,199.0,0.0
1245,2012,8,873,37.0,1.83,65.0,517.0,196.0,210.0,133.0,38,False,True,True,371.0,29.0
1246,2012,8,1041,38.0,1.86,77.0,276.0,63.2,75.0,17.2,59,False,True,True,113.0,0.0
1247,2012,8,993,32.0,1.77,64.0,905.0,502.8,376.0,329.0,34,False,False,False,71.0,0.0
1248,2012,8,1269,38.0,1.78,72.0,76.0,33.0,76.0,33.0,43,False,False,True,182.0,28.0
1249,2012,8,256,38.0,1.87,74.0,162.0,17.4,130.0,10.2,56,False,False,True,114.0,1.0
1250,2012,8,1053,36.0,1.83,72.0,160.0,70.0,90.0,62.0,45,True,False,False,93.0,0.0
1251,2012,8,683,34.0,1.8,74.0,163.0,66.8,110.0,44.0,41,False,True,False,199.0,0.0
1252,2012,8,185,35.0,1.81,71.0,24.0,36.0,12.0,13.0,14,False,False,False,0.0,0.0
1253,2012,8,1625,34.0,1.8,67.0,235.0,146.0,191.0,146.0,35,True,False,False,117.0,4.0
1254,2012,8,838,43.0,1.85,70.0,44.0,3.4,13.0,2.2,42,True,False,False,71.0,0.0
1255,2012,8,1425,40.0,1.84,70.0,70.0,7.0,10.0,7.0,30,False,True,False,113.0,0.0
1256,2012,8,801,42.0,1.87,76.0,45.0,3.4,38.0,2.2,56,False,False,True,56.0,0.0
1257,2012,8,858,38.0,1.82,68.0,72.0,2.0,25.0,0.0,39,True,False,False,225.0,19.0
1258,2012,8,653,39.0,1.85,74.0,18.0,6.2,13.0,6.2,32,False,False,False,198.0,0.0
1259,2012,8,1237,38.0,1.82,64.0,56.0,1.0,25.0,1.0,36,False,True,True,88.0,9.0
1260,2012,8,1513,34.0,1.73,65.0,13.0,0.8,1.0,0.0,20,False,False,False,9.0,0.0
1261,2012,8,803,42.0,1.81,72.0,57.0,1.2,23.0,1.2,40,False,True,False,62.0,0.0
1262,2012,8,41,36.0,1.68,58.0,62.0,4.8,29.0,4.0,36,False,True,False,37.0,0.0
1263,2012,8,1693,40.0,1.73,60.0,65.0,6.0,25.0,0.0,39,False,False,False,51.0,0.0
1264,2012,8,549,35.0,1.86,74.0,26.0,57.2,12.0,20.0,18,False,False,False,17.0,0.0
1265,2012,8,151,40.0,1.89,78.0,25.0,0.0,20.0,0.0,43,False,False,False,27.0,0.0
1266,2012,8,1000,34.0,1.72,62.0,49.0,12.8,47.0,12.0,36,False,False,False,29.0,0.0
1267,2012,8,525,33.0,,,3.0,13.0,3.0,13.0,15,False,False,False,11.0,0.0
1268,2012,10,32,41.0,1.84,80.0,1690.0,821.0,637.0,231.0,52,True,False,False,1255.0,194.0
1269,2012,10,458,32.0,1.82,71.0,102.0,59.0,7.0,49.0,17,False,False,False,8.0,0.0
1270,2012,10,1565,38.0,1.84,78.0,594.0,349.0,100.0,66.0,17,True,False,False,565.0,66.0
1271,2012,10,223,40.0,1.85,69.0,889.0,261.0,475.0,151.0,30,True,True,False,706.0,74.0
1272,2012,10,77,43.0,1.9,76.0,328.0,126.0,139.0,22.0,54,True,False,True,376.0,54.0
1273,2012,10,1444,37.0,1.77,63.0,568.0,199.0,165.0,19.0,34,False,True,True,298.0,0.0
1274,2012,10,1407,34.0,1.84,77.0,62.0,18.0,13.0,0.0,50,False,True,False,64.0,35.0
1275,2012,10,963,38.0,1.88,73.0,106.0,43.0,73.0,34.0,51,False,False,False,267.0,18.0
1276,2012,10,1104,38.0,1.84,62.0,460.0,141.0,360.0,129.0,32,True,False,False,497.0,38.0
1277,2012,10,1431,47.0,1.87,75.0,174.0,30.0,49.0,17.0,47,True,False,False,290.0,39.0
1278,2012,10,1673,41.0,1.98,80.0,74.0,19.0,26.0,19.0,52,True,False,False,120.0,1.0
1279,2012,10,829,32.0,1.78,67.0,90.0,37.0,33.0,12.0,42,False,False,False,66.0,0.0
1280,2012,10,1073,37.0,1.76,67.0,54.0,32.0,48.0,32.0,49,False,False,False,124.0,0.0
1281,2012,10,10,42.0,1.85,72.0,87.0,24.0,37.0,24.0,57,True,True,True,94.0,0.0
1282,2012,10,1542,42.0,1.75,69.0,78.0,3.0,30.0,3.0,34,False,True,False,147.0,2.0
1283,2012,10,1556,33.0,1.7,75.0,137.0,131.0,36.0,51.0,37,False,False,False,53.0,5.0
1284,2012,10,868,46.0,1.89,74.0,15.0,0.0,15.0,0.0,35,False,False,False,46.0,0.0
1285,2012,10,1300,37.0,1.83,67.0,172.0,0.0,78.0,0.0,52,False,True,True,200.0,16.0
1286,2012,10,1321,44.0,1.82,67.0,56.0,0.0,36.0,0.0,47,False,True,False,0.0,0.0
1287,2012,10,1349,42.0,1.7,69.0,105.0,70.0,100.0,70.0,42,False,False,False,189.0,0.0
1288,2012,10,1459,33.0,1.77,60.0,0.0,6.0,0.0,6.0,14,False,False,False,0.0,0.0
1289,2012,10,521,35.0,1.82,67.0,120.0,91.0,89.0,84.0,43,False,False,True,65.0,5.0
1290,2012,10,341,38.0,1.93,77.0,138.0,4.0,103.0,4.0,45,True,False,True,171.0,0.0
1291,2012,10,1585,39.0,1.92,73.0,5.0,0.0,0.0,0.0,13,False,True,False,382.0,55.0
1292,2012,10,817,40.0,1.95,82.0,25.0,0.0,25.0,0.0,61,False,True,True,237.0,50.0
1293,2012,10,108,35.0,1.75,64.0,99.0,23.0,45.0,7.0,45,False,False,False,100.0,0.0
1294,2012,10,1131,34.0,1.76,68.0,62.0,24.0,29.0,12.0,40,False,False,False,83.0,0.0
1295,2012,10,407,35.0,1.81,64.0,62.0,2.0,46.0,0.0,44,False,False,True,7.0,0.0
1296,2012,10,1272,38.0,1.9,74.0,25.0,0.0,10.0,0.0,45,False,False,False,19.0,0.0
1297,2012,10,575,36.0,1.87,80.0,11.0,0.0,6.0,0.0,36,False,False,False,17.0,0.0
1298,2012,10,623,35.0,1.89,71.0,35.0,0.0,30.0,0.0,46,False,False,True,2.0,0.0
1299,2012,3,1371,43.0,1.77,61.0,2118.0,451.0,800.0,332.0,37,True,True,False,0.0,0.0
1300,2012,3,380,33.0,1.67,59.0,668.0,384.0,396.0,236.0,33,False,True,False,14.0,0.0
1301,2012,3,1253,37.0,1.83,69.0,1437.0,488.0,761.0,293.0,41,True,False,False,700.0,101.0
1302,2012,3,1696,40.0,1.75,63.0,673.0,341.0,264.0,101.0,44,False,False,True,1082.0,114.0
1303,2012,3,1538,38.0,1.77,70.0,377.0,52.0,290.0,52.0,41,True,True,False,1293.0,175.0
1304,2012,3,1198,33.0,1.83,70.0,53.0,19.0,33.0,16.0,36,False,False,False,102.0,32.0
1305,2012,3,847,43.0,1.9,79.0,75.0,3.0,40.0,3.0,32,True,False,False,121.0,0.0
1306,2012,3,89,42.0,1.82,69.0,449.0,92.0,207.0,41.0,38,True,False,False,579.0,26.0
1307,2012,3,1568,41.0,1.8,75.0,398.0,186.0,276.0,168.0,54,False,False,True,629.0,97.0
1308,2012,3,27,44.0,1.81,71.0,60.0,6.0,37.0,4.0,41,True,False,False,112.0,0.0
1309,2012,3,374,36.0,1.71,62.0,451.0,155.0,137.0,72.0,40,False,True,False,237.0,6.0
1310,2012,3,23,43.0,1.74,63.0,81.0,9.0,29.0,0.0,45,False,False,False,267.0,1.0
1311,2012,3,1051,43.0,1.91,77.0,93.0,15.0,37.0,11.0,33,True,False,False,83.0,0.0
1312,2012,3,833,47.0,1.83,68.0,153.0,4.0,54.0,0.0,27,False,True,True,463.0,56.0
1313,2012,3,1298,49.0,1.82,70.0,121.0,15.0,105.0,8.0,52,False,False,True,229.0,8.0
1314,2012,3,961,37.0,1.75,61.0,484.0,116.0,217.0,99.0,37,False,True,True,442.0,128.0
1315,2012,3,934,42.0,1.79,68.0,130.0,61.0,102.0,53.0,40,False,False,False,421.0,46.0
1316,2012,3,565,39.0,1.7,65.0,371.0,125.0,222.0,51.0,44,False,False,True,169.0,0.0
1317,2012,3,1599,37.0,1.8,73.0,287.0,57.0,218.0,33.0,53,False,False,True,127.0,1.0
1318,2012,3,1366,42.0,1.75,62.0,129.0,0.0,5.0,0.0,22,True,True,False,456.0,36.0
1319,2012,3,1502,39.0,1.81,63.0,405.0,147.0,229.0,117.0,42,False,True,False,308.0,0.0
1320,2012,3,983,39.0,1.89,82.0,122.0,0.0,57.0,0.0,40,True,True,False,163.0,0.0
1321,2012,3,1539,38.0,1.75,65.0,72.0,1.0,72.0,1.0,47,False,False,True,156.0,0.0
1322,2012,3,900,37.0,1.9,74.0,60.0,17.0,34.0,17.0,34,False,False,False,83.0,0.0
1323,2012,3,203,35.0,1.71,61.0,236.0,110.0,191.0,90.0,38,False,False,False,148.0,24.0
1324,2012,3,62,38.0,1.88,77.0,93.0,10.0,73.0,10.0,51,False,False,True,109.0,2.0
1325,2012,3,1516,34.0,1.75,67.0,136.0,84.0,49.0,33.0,29,False,False,False,77.0,0.0
1326,2012,3,385,34.0,,,14.0,25.0,4.0,9.0,32,False,False,False,19.0,0.0
1327,2012,3,684,36.0,1.8,68.0,10.0,0.0,0.0,0.0,9,False,False,False,25.0,5.0
1328,2012,11,772,43.0,1.92,82.0,2110.0,1067.8,1490.0,713.0,53,False,False,False,458.0,153.0
1329,2012,11,1596,44.0,1.81,73.0,1023.0,389.0,307.0,119.0,42,True,False,False,574.0,100.0
1330,2012,11,1048,33.0,1.76,68.0,437.0,135.0,85.0,27.0,46,False,False,True,283.0,36.0
1331,2012,11,729,38.0,1.85,75.0,1571.0,672.0,533.0,278.0,36,True,True,False,1781.0,450.0
1332,2012,11,830,50.0,1.7,62.0,639.0,352.0,440.0,183.0,39,True,False,False,1060.0,315.0
1333,2012,11,1535,34.0,1.79,74.0,136.0,39.0,80.0,32.0,48,False,False,False,85.0,1.0
1334,2012,11,515,39.0,1.9,75.0,817.0,420.0,321.0,278.0,44,False,True,False,378.0,28.0
1335,2012,11,159,37.0,1.83,68.0,332.0,128.0,167.0,114.0,21,False,True,False,142.0,0.0
1336,2012,11,1260,37.0,1.79,75.0,270.0,60.0,191.0,44.0,44,False,False,False,413.0,78.0
1337,2012,11,262,43.0,1.76,65.0,176.0,47.0,136.0,47.0,37,True,False,False,288.0,2.0
1338,2012,11,437,30.0,1.79,77.0,1.0,5.0,1.0,0.0,22,False,False,False,691.0,0.0
1339,2012,11,1387,40.0,1.77,65.0,256.0,30.0,91.0,10.0,42,True,False,False,385.0,60.0
1340,2012,11,800,38.0,1.81,63.0,596.0,172.0,276.0,131.0,40,True,False,False,357.0,17.0
1341,2012,11,843,48.0,1.79,78.0,147.0,24.0,22.0,14.0,45,True,False,False,317.0,1.0
1342,2012,11,323,38.0,1.75,64.0,516.0,83.0,338.0,58.0,53,False,True,True,373.0,10.0
1343,2012,11,453,43.0,1.9,82.0,213.0,47.8,124.0,43.8,53,False,True,False,111.0,0.0
1344,2012,11,959,42.0,1.76,76.0,318.0,258.8,304.0,203.8,49,False,False,True,155.0,3.0
1345,2012,11,681,39.0,1.77,65.0,200.0,11.0,87.0,0.0,51,False,True,True,10.0,0.0
1346,2012,11,1184,39.0,1.99,86.0,97.0,4.8,56.0,4.8,47,False,False,False,34.0,0.0
1347,2012,11,1306,37.0,1.9,78.0,105.0,11.8,80.0,7.8,60,False,False,True,131.0,0.0
1348,2012,11,1026,39.0,1.8,65.0,226.0,14.0,185.0,14.0,49,False,False,True,173.0,11.0
1349,2012,11,474,32.0,1.92,89.0,105.0,37.8,28.0,2.8,41,False,False,False,192.0,3.0
1350,2012,11,322,34.0,1.79,74.0,190.0,105.0,175.0,105.0,52,False,False,True,47.0,0.0
1351,2012,11,231,38.0,1.8,74.0,230.0,26.0,15.0,1.0,26,False,True,False,201.0,12.0
1352,2012,11,1138,40.0,1.83,72.0,38.0,20.0,30.0,20.0,35,False,False,False,19.0,6.0
1353,2012,11,944,41.0,1.82,70.0,163.0,9.0,47.0,5.0,36,True,True,False,299.0,0.0
1354,2012,11,704,40.0,1.83,74.0,118.0,44.8,24.0,32.8,44,False,True,False,74.0,1.0
1355,2012,11,1004,38.0,1.85,70.0,82.0,2.0,29.0,2.0,42,True,False,True,100.0,0.0
1356,2012,11,621,33.0,1.86,79.0,337.0,267.0,178.0,182.0,42,False,False,False,91.0,0.0
1357,2012,11,846,39.0,1.74,68.0,61.0,14.0,38.0,0.0,55,False,False,True,29.0,0.0
1358,2012,11,744,38.0,1.81,72.0,32.0,42.8,32.0,42.8,37,False,False,False,68.0,0.0
1359,2012,11,825,35.0,,,7.0,16.0,7.0,16.0,8,False,False,False,7.0,0.0
1360,2012,22,1548,51.0,1.71,67.0,15.0,1.8,15.0,1.8,29,False,False,False,539.0,124.0
1361,2012,22,1604,50.0,1.76,73.0,180.0,110.0,45.0,0.0,47,True,False,False,321.0,72.0
1362,2012,22,1575,43.0,1.69,62.0,1245.0,470.0,672.0,290.0,34,True,False,False,690.0,241.0
1363,2012,22,560,42.0,1.72,65.0,784.0,231.0,654.0,229.0,46,True,False,False,521.0,21.0
1364,2012,22,1238,43.0,1.72,73.0,476.0,88.8,155.0,56.8,48,False,True,False,127.0,31.0
1365,2012,22,735,45.0,1.8,75.0,157.0,46.8,127.0,46.8,46,True,False,False,307.0,25.0
1366,2012,22,1015,38.0,1.81,72.0,241.0,30.0,119.0,28.0,42,True,False,True,102.0,0.0
1367,2012,22,742,37.0,1.75,63.0,572.0,211.0,218.0,162.0,38,False,True,False,314.0,16.0
1368,2012,22,1639,42.0,1.86,68.0,187.0,9.0,142.0,9.0,27,True,True,False,311.0,56.0
1369,2012,22,217,37.0,1.78,70.0,860.0,180.0,363.0,74.0,49,True,False,True,1167.0,248.0
1370,2012,22,885,38.0,1.78,67.0,242.0,35.8,52.0,25.8,48,True,False,False,416.0,60.0
1371,2012,22,1497,34.0,1.85,69.0,185.0,25.0,89.0,10.0,50,False,False,True,176.0,15.0
1372,2012,22,1195,32.0,1.87,78.0,671.0,352.0,192.0,112.0,35,False,False,False,81.0,0.0
1373,2012,22,183,48.0,1.78,72.0,20.0,0.0,0.0,0.0,3,False,True,False,138.0,0.0
1374,2012,22,327,46.0,1.75,77.0,529.0,149.8,107.0,29.8,56,False,False,True,200.0,5.0
1375,2012,22,507,41.0,1.85,75.0,67.0,8.0,65.0,4.0,38,False,False,True,198.0,2.0
1376,2012,22,295,35.0,1.81,70.0,286.0,32.0,161.0,24.0,41,False,True,False,377.0,106.0
1377,2012,22,1165,37.0,1.84,80.0,263.0,157.8,97.0,66.8,31,False,False,False,389.0,34.0
1378,2012,22,196,43.0,1.88,78.0,53.0,0.0,17.0,0.0,40,True,False,True,63.0,0.0
1379,2012,22,874,34.0,1.79,72.0,163.0,108.0,34.0,15.0,37,False,False,False,238.0,25.0
1380,2012,22,1559,40.0,1.8,69.0,122.0,0.8,46.0,0.8,44,False,False,True,222.0,26.0
1381,2012,22,1175,37.0,1.8,73.0,38.0,0.0,0.0,0.0,11,False,True,False,145.0,22.0
1382,2012,22,1327,32.0,1.86,77.0,5.0,10.0,5.0,10.0,19,False,False,False,71.0,0.0
1383,2012,22,1499,34.0,1.88,70.0,162.0,78.666,59.0,52.0,30,False,True,False,211.0,25.0
1384,2012,22,29,43.0,1.98,91.0,116.0,4.8,34.0,4.8,46,False,False,False,43.0,16.0
1385,2012,22,472,37.0,1.82,65.0,40.0,0.0,20.0,0.0,40,False,True,False,160.0,5.0
1386,2012,22,547,46.0,1.86,72.0,0.0,0.0,0.0,0.0,35,False,False,False,96.0,1.0
1387,2012,22,589,38.0,1.72,61.0,132.0,46.0,67.0,21.0,51,False,False,True,67.0,0.0
1388,2012,22,784,34.0,1.8,65.0,0.0,0.0,0.0,0.0,22,False,False,True,244.0,73.0
1389,2012,22,1214,36.0,1.91,81.0,62.0,8.0,7.0,8.0,19,False,False,False,17.0,6.0
1390,2012,22,143,34.0,1.78,68.0,38.0,0.0,18.0,0.0,44,False,True,False,5.0,0.0
1391,2012,12,292,36.0,1.84,64.0,783.0,197.0,457.0,135.0,37,True,True,False,1165.0,107.0
1392,2012,12,1637,33.0,1.78,72.0,379.0,151.2,326.0,143.0,47,False,False,False,546.0,95.0
1393,2012,12,657,39.0,1.86,73.0,1023.0,216.0,453.0,48.0,57,True,False,False,427.0,72.0
1394,2012,12,1359,37.0,1.9,70.0,848.0,258.0,435.0,206.0,39,True,True,False,913.0,220.0
1395,2012,12,1647,32.0,1.85,65.0,346.0,99.2,227.0,68.0,48,False,False,False,111.0,0.0
1396,2012,12,591,36.0,1.78,63.0,332.0,41.2,191.0,21.0,38,True,False,False,515.0,79.0
1397,2012,12,1068,39.0,1.81,70.0,380.0,120.0,256.0,83.0,36,False,True,False,114.0,35.0
1398,2012,12,1394,37.0,1.91,75.0,870.0,413.0,279.0,245.0,30,False,True,False,610.0,20.0
1399,2012,12,1400,41.0,1.79,74.0,617.0,308.0,328.0,128.0,54,True,False,True,370.0,2.0
1400,2012,12,724,44.0,1.8,76.0,37.0,16.0,29.0,16.0,57,False,False,True,119.0,4.0
1401,2012,12,294,40.0,1.78,69.0,174.0,50.0,58.0,30.0,43,False,False,False,266.0,15.0
1402,2012,12,378,47.0,1.74,62.0,74.0,0.0,25.0,0.0,40,False,True,True,73.0,0.0
1403,2012,12,94,42.0,1.84,67.0,419.0,15.0,97.0,15.0,49,True,True,False,434.0,106.0
1404,2012,12,1594,34.0,1.69,57.0,316.0,65.2,133.0,33.0,57,False,False,True,45.0,0.0
1405,2012,12,989,38.0,1.86,78.0,30.0,0.0,20.0,0.0,44,False,False,False,255.0,51.0
1406,2012,12,1105,44.0,1.81,71.0,78.0,0.0,40.0,0.0,39,True,False,False,313.0,0.0
1407,2012,12,599,41.0,1.81,66.0,166.0,4.0,112.0,4.0,58,False,True,True,124.0,0.0
1408,2012,12,1399,46.0,1.88,81.0,39.0,13.0,34.0,13.0,44,True,False,False,271.0,76.0
1409,2012,12,117,48.0,1.78,64.0,79.0,0.0,35.0,0.0,55,False,True,True,61.0,0.0
1410,2012,12,1262,40.0,1.9,77.0,501.0,370.0,196.0,140.0,35,False,False,True,433.0,103.0
1411,2012,12,482,41.0,1.9,74.0,256.0,75.0,174.0,25.0,49,True,False,False,192.0,23.0
1412,2012,12,446,35.0,1.9,85.0,12.0,0.0,4.0,0.0,26,False,False,False,7.0,4.0
1413,2012,12,1149,37.0,1.85,76.0,60.0,5.0,22.0,0.0,54,False,False,True,114.0,0.0
1414,2012,12,245,34.0,1.84,71.0,29.0,6.0,0.0,0.0,36,False,False,False,148.0,0.0
1415,2012,12,412,42.0,1.77,61.0,120.0,48.0,120.0,48.0,31,False,False,False,32.0,0.0
1416,2012,12,1169,35.0,1.84,70.0,149.0,27.0,44.0,7.0,49,False,True,True,117.0,0.0
1417,2012,12,1457,40.0,1.87,82.0,20.0,4.0,0.0,0.0,20,False,False,False,150.0,1.0
1418,2012,12,1689,30.0,1.88,64.0,93.0,95.0,49.0,66.0,39,False,False,False,5.0,0.0
1419,2012,12,1657,32.0,1.78,65.0,131.0,94.866,41.0,42.0,45,False,False,False,66.0,0.0
1420,2012,20,293,42.0,1.86,80.0,933.0,285.0,578.0,230.0,41,True,False,False,1450.0,272.0
1421,2012,20,1154,38.0,1.81,65.0,608.0,423.0,257.0,152.0,37,False,False,False,751.0,130.0
1422,2012,20,737,52.0,1.9,76.0,217.0,52.0,74.0,18.0,49,True,False,False,72.0,0.0
1423,2012,20,267,43.0,1.86,65.0,526.0,170.0,500.0,170.0,56,True,False,True,1349.0,180.0
1424,2012,20,951,43.0,1.83,71.0,675.0,119.0,316.0,67.0,35,False,True,True,1017.0,167.0
1425,2012,20,1580,48.0,1.83,63.0,380.0,93.0,61.0,0.0,42,True,False,False,824.0,235.0
1426,2012,20,596,34.0,1.84,72.0,758.0,319.0,245.0,70.0,54,False,False,True,392.0,40.0
1427,2012,20,966,46.0,1.79,68.0,507.0,117.0,136.0,27.0,20,True,False,False,418.0,32.0
1428,2012,20,1280,52.0,1.8,70.0,694.0,162.2,409.0,113.0,24,True,False,False,613.0,292.0
1429,2012,20,1161,35.0,1.81,69.0,511.0,112.0,292.0,104.0,39,True,False,False,638.0,4.0
1430,2012,20,1119,40.0,1.81,66.0,560.0,92.0,249.0,60.0,39,True,True,False,640.0,8.0
1431,2012,20,296,37.0,1.86,72.0,253.0,29.0,44.0,5.0,44,False,False,True,588.0,22.0
1432,2012,20,1475,37.0,1.77,67.0,445.0,116.0,217.0,90.0,51,False,True,True,257.0,3.0
1433,2012,20,876,38.0,1.86,68.0,15.0,0.0,15.0,0.0,28,False,False,False,1094.0,120.0
1434,2012,20,864,43.0,1.75,64.0,78.0,1.0,48.0,1.0,39,True,False,False,124.0,10.0
1435,2012,20,796,33.0,1.8,58.0,34.0,1.2,5.0,0.0,24,False,False,False,56.0,0.0
1436,2012,20,1393,38.0,1.78,63.0,467.0,170.0,384.0,150.0,44,False,True,False,563.0,137.0
1437,2012,20,1150,41.0,1.83,71.0,216.0,134.0,93.0,83.0,33,False,True,False,524.0,12.0
1438,2012,20,972,43.0,1.86,80.0,265.0,105.0,143.0,15.0,49,False,True,False,234.0,60.0
1439,2012,20,116,34.0,1.8,67.0,119.0,38.0,87.0,32.0,43,False,False,True,96.0,1.0
1440,2012,20,777,42.0,1.89,76.0,61.0,13.0,51.0,13.0,28,False,False,False,93.0,0.0
1441,2012,20,1039,42.0,1.67,58.0,166.0,27.2,35.0,0.0,45,False,False,True,477.0,100.0
1442,2012,20,671,40.0,1.86,75.0,29.0,1.0,12.0,1.0,24,False,False,False,198.0,43.0
1443,2012,20,922,43.0,1.82,73.0,96.0,23.0,30.0,12.0,42,False,True,False,236.0,95.0
1444,2012,20,1364,40.0,1.76,63.0,106.0,23.0,34.0,0.0,38,False,False,True,191.0,0.0
1445,2012,20,315,35.0,1.89,76.0,236.0,91.0,153.0,66.0,47,False,False,True,344.0,107.0
1446,2012,20,17,42.0,1.86,81.0,76.0,0.0,76.0,0.0,29,False,True,False,55.0,0.0
1447,2012,20,1591,34.0,1.83,68.0,24.0,6.2,5.0,0.0,37,False,False,False,88.0,0.0
1448,2012,20,797,38.0,1.74,69.0,197.0,76.2,43.0,9.0,35,False,False,False,110.0,0.0
1449,2012,20,1491,39.0,1.89,68.0,114.0,46.0,47.0,40.0,42,False,True,False,64.0,0.0
1450,2012,15,903,38.0,1.75,70.0,1254.0,489.6,772.0,295.6,52,True,False,True,1647.0,192.0
1451,2012,15,1243,38.0,1.86,68.0,1536.0,320.0,159.0,60.0,19,True,True,False,853.0,101.0
1452,2012,15,395,36.0,1.8,75.0,1791.0,544.0,651.0,251.0,39,True,False,False,1492.0,260.0
1453,2012,15,693,36.0,1.73,63.0,1228.0,473.0,540.0,123.0,38,False,True,True,834.0,199.0
1454,2012,15,1374,38.0,1.72,62.0,651.0,288.0,479.0,240.0,37,True,True,False,342.0,34.0
1455,2012,15,1562,37.0,1.83,71.0,203.0,36.0,185.0,22.0,40,False,False,True,565.0,7.0
1456,2012,15,617,43.0,1.85,74.0,1095.0,455.0,750.0,324.0,38,True,False,False,126.0,0.0
1457,2012,15,1223,43.0,1.9,76.0,2388.0,749.0,1114.0,383.0,30,True,False,False,1266.0,89.0
1458,2012,15,26,46.0,1.81,72.0,538.0,243.6,380.0,178.6,36,False,True,True,366.0,26.0
1459,2012,15,319,35.0,1.7,61.0,1132.0,365.0,368.0,80.0,36,False,True,True,156.0,0.0
1460,2012,15,126,42.0,1.83,74.0,207.0,53.6,166.0,53.6,52,True,False,True,285.0,44.0
1461,2012,15,1640,36.0,1.79,69.0,415.0,72.0,90.0,34.0,23,False,True,False,516.0,119.0
1462,2012,15,1681,39.0,1.86,70.0,181.0,20.0,85.0,3.0,38,False,False,False,317.0,20.0
1463,2012,15,752,41.0,1.83,68.0,93.0,37.0,93.0,37.0,38,True,False,False,491.0,0.0
