season,team,name,age,height,weight,pcs points,uci points,pcs points till tdf,uci points till tdf,race days till tdf,tdf attended,vuelta attended,giro attended,last season pcs points,last season uci points
2013,Garmin Sharp,VANDE VELDE Christian,47,1.8,69,39.0,0.0,25.0,0.0,33,True,False,True,435.0,192.2
2013,Garmin Sharp,DEKKER Thomas,39,1.88,69,56.0,8.0,51.0,8.0,49,False,False,True,163.0,45.0
2013,Garmin Sharp,TALANSKY Andrew,34,1.75,63,805.0,199.0,455.0,123.0,34,True,False,False,691.0,210.25
2013,Garmin Sharp,KLIER Andreas,47,1.81,72,10.0,0.0,10.0,0.0,22,False,False,False,25.0,0.0
2013,Garmin Sharp,NAVARDAUSKAS Ramūnas,35,1.9,79,310.0,40.0,234.0,40.0,40,True,False,True,497.0,139.0
2013,Garmin Sharp,HAAS Nathan,34,1.78,71,97.0,28.0,87.0,28.0,48,False,False,True,154.0,114.0
2013,Garmin Sharp,ZABRISKIE David,44,1.83,67,1.0,2.0,0.0,0.0,13,False,False,False,267.0,186.2
2013,Garmin Sharp,FERNÁNDEZ Koldo,42,1.82,71,10.0,0.0,0.0,0.0,44,False,True,False,98.0,80.25
2013,Garmin Sharp,VANSUMMEREN Johan,42,1.97,79,80.0,0.0,55.0,0.0,41,False,True,False,252.0,27.0
2013,Garmin Sharp,ROSSELER Sébastien,42,1.82,78,0.0,0.0,0.0,0.0,35,False,False,False,60.0,0.0
2013,Garmin Sharp,BAUER Jack,38,1.91,74,288.0,134.0,96.0,2.0,36,True,False,False,294.0,104.0
2013,Garmin Sharp,KREDER Raymond,33,1.77,70,123.0,62.0,70.0,43.0,38,False,False,False,189.0,110.0
2013,Garmin Sharp,KREDER Michel,36,1.8,67,136.0,44.0,115.0,37.0,47,False,True,False,249.0,183.25
2013,Garmin Sharp,STETINA Peter,36,1.8,63,214.0,68.0,188.0,68.0,51,False,False,True,201.0,12.2
2013,Garmin Sharp,MAASKANT Martijn,40,1.85,76,16.0,0.0,10.0,0.0,26,False,False,False,34.0,1.25
2013,Garmin Sharp,RASMUSSEN Alex,39,1.86,88,78.0,37.0,48.0,7.0,24,False,True,False,158.0,6.0
2013,Garmin Sharp,HOWES Alex,35,1.8,61,82.0,11.0,11.0,8.0,42,False,True,False,107.0,27.2
2013,Garmin Sharp,MORTON Lachlan,31,1.8,62,127.0,95.0,10.0,0.0,29,False,False,False,12.0,18.0
2013,Garmin Sharp,VON HOFF Steele,35,1.8,70,151.0,88.0,44.0,68.0,40,False,False,False,102.0,126.0
2013,Garmin Sharp,FAIRLY Caleb,36,1.7,60,36.0,16.0,9.0,16.0,34,False,True,False,14.0,0.0
2013,Garmin Sharp,RATHE Jacob,32,1.85,74,22.0,9.0,3.0,5.0,38,False,False,False,27.0,4.0
2013,Garmin Sharp,O'SHEA Glenn,34,1.8,76,20.0,40.0,20.0,28.0,34,False,False,False,1.0,2.0
2013,Lampre - Merida,PETACCHI Alessandro,49,1.85,70,89.0,69.0,67.0,48.0,25,False,False,False,208.0,159.0
2013,Lampre - Merida,CUNEGO Damiano,42,1.69,58,341.0,150.5,191.0,78.0,49,True,False,False,925.0,346.8
2013,Lampre - Merida,ULISSI Diego,34,1.75,63,1097.0,522.5,538.0,235.0,49,False,True,False,557.0,250.0
2013,Lampre - Merida,POZZATO Filippo,42,1.83,73,720.0,377.0,236.0,145.0,54,False,False,True,460.0,222.0
2013,Lampre - Merida,SCARPONI Michele,,1.74,62,985.0,311.6,634.0,193.0,51,False,True,True,826.0,221.8
2013,Lampre - Merida,NIEMIEC Przemysław,43,1.84,62,615.0,98.6,576.0,97.0,47,True,False,True,264.0,38.8
2013,Lampre - Merida,RICHEZE Maximiliano,40,1.77,68,421.0,157.6,69.0,50.0,43,False,True,False,419.0,427.0
2013,Lampre - Merida,BONIFAZIO Niccolò,30,1.76,72,12.0,8.0,0.0,8.0,4,False,False,False,12.0,7.0
2013,Lampre - Merida,MORI Manuele,43,1.72,62,210.0,81.0,41.0,0.0,52,True,True,False,192.0,18.0
2013,Lampre - Merida,SERPA José Rodolfo,44,1.78,64,185.0,1.6,70.0,0.0,44,True,False,True,379.0,249.8
2013,Lampre - Merida,CATTANEO Mattia,33,1.84,67,19.0,1.6,10.0,0.0,41,False,False,True,67.0,81.0
2013,Lampre - Merida,POLANC Jan,31,1.72,62,193.0,148.0,125.0,133.0,27,False,False,False,65.0,111.0
2013,Lampre - Merida,CIMOLAI Davide,34,1.82,70,290.0,137.0,86.0,49.0,45,True,False,False,94.0,36.0
2013,Lampre - Merida,FERRARI Roberto,40,1.73,73,401.0,75.6,139.0,7.0,55,True,False,True,428.0,274.2
2013,Lampre - Merida,PIETROPOLLI Daniele,43,1.74,61,195.0,25.5,156.0,20.0,54,False,False,True,143.0,6.0
2013,Lampre - Merida,MALORI Adriano,35,1.82,68,393.0,185.5,314.0,153.0,47,True,False,False,182.0,54.8
2013,Lampre - Merida,CONTI Valerio,30,1.72,61,9.0,26.0,2.0,10.0,4,False,False,False,0.0,0.0
2013,Lampre - Merida,VIGANÒ Davide,39,1.82,67,16.0,1.6,7.0,0.0,47,False,False,False,83.0,8.0
2013,Lampre - Merida,ANACONA Winner,35,1.79,65,25.0,0.0,0,0,0,False,True,False,148.0,6.0
2013,Lampre - Merida,PALINI Andrea,34,1.75,67,90.0,91.0,76.0,23.0,53,False,False,False,334.0,276.0
2013,Lampre - Merida,ĐURASEK Kristijan,36,1.7,56,225.0,111.6,44.0,10.0,65,False,False,True,157.0,109.0
2013,Lampre - Merida,LLOYD Matthew,40,1.71,62,5.0,0.0,5.0,0.0,12,False,False,False,25.0,56.8
2013,Lampre - Merida,BONO Matteo,39,1.71,60,40.0,0.0,15.0,0.0,46,True,True,False,40.0,0.8
2013,Lampre - Merida,WACKERMANN Luca,31,1.88,68,29.0,0.0,5.0,0.0,50,False,False,False,49.0,29.0
2013,Lampre - Merida,STORTONI Simone,38,1.69,59,70.0,24.0,70.0,24.0,64,False,True,True,117.0,24.0
2013,Lampre - Merida,FAVILLI Elia,34,1.72,61,161.0,63.0,45.0,23.0,42,True,False,False,283.0,115.4
2013,Lampre - Merida,UBETO Miguel Armando,47,1.68,60,0.0,0.0,0.0,0.0,17,False,False,False,104.0,150.0
2013,Lampre - Merida,GRAZIATO Massimo,35,1.81,73,104.0,37.0,15.0,5.0,49,False,True,False,55.0,28.0
2013,Lampre - Merida,DODI Luca,36,1.8,65,25.0,0.0,0,0,0,False,True,False,54.0,16.0
2013,Lampre - Merida,CAMBIANICA Enea,33,1.76,64,0.0,0.0,0.0,0.0,7,False,False,False,5.0,8.0
2013,Lotto Belisol Team,GREIPEL André,41,1.84,80,1516.0,829.0,714.0,424.0,47,True,False,False,1690.0,821.0
2013,Lotto Belisol Team,WELLENS Tim,32,1.82,71,129.0,15.0,37.0,1.0,36,False,False,False,102.0,59.0
2013,Lotto Belisol Team,ROELANDTS Jürgen,38,1.84,78,528.0,174.0,352.0,134.0,38,True,False,False,594.0,349.0
2013,Lotto Belisol Team,VAN DEN BROECK Jurgen,40,1.85,69,312.0,136.0,312.0,136.0,41,True,False,False,889.0,261.0
2013,Lotto Belisol Team,BAK Lars Ytting,43,1.9,76,234.0,85.0,40.0,0.0,39,True,False,True,328.0,126.0
2013,Lotto Belisol Team,DEBUSSCHERE Jens,34,1.84,77,428.0,359.0,56.0,10.0,42,False,False,False,62.0,18.0
2013,Lotto Belisol Team,DEHAES Kenny,38,1.88,73,443.0,348.0,380.0,299.0,63,False,False,True,106.0,43.0
2013,Lotto Belisol Team,VANENDERT Jelle,38,1.84,62,83.0,3.0,59.0,0.0,27,False,True,False,460.0,141.0
2013,Lotto Belisol Team,HENDERSON Gregory,47,1.87,75,79.0,0.0,12.0,0.0,31,True,True,False,174.0,30.0
2013,Lotto Belisol Team,SIEBERG Marcel,41,1.98,80,93.0,36.0,56.0,12.0,39,True,False,False,74.0,19.0
2013,Lotto Belisol Team,VAN DER SANDE Tosh,32,1.78,67,78.0,20.0,6.0,0.0,39,False,True,False,90.0,37.0
2013,Lotto Belisol Team,VAN GENECHTEN Jonas,37,1.76,67,144.0,116.0,78.0,82.0,21,False,False,False,54.0,32.0
2013,Lotto Belisol Team,HANSEN Adam,42,1.85,72,230.0,20.0,145.0,16.0,51,True,True,True,87.0,24.0
2013,Lotto Belisol Team,REYNÉS Vicente,42,1.75,69,73.0,29.0,68.0,29.0,54,False,True,True,78.0,3.0
2013,Lotto Belisol Team,VAN DE WALLE Jurgen,46,1.89,74,10.0,0.0,10.0,0.0,50,False,True,False,15.0,0.0
2013,Lotto Belisol Team,DE CLERCQ Bart,37,1.83,67,222.0,44.0,143.0,44.0,41,True,True,False,172.0,0.0
2013,Lotto Belisol Team,WILLEMS Frederik,44,1.82,67,70.0,0.0,45.0,0.0,59,True,False,True,56.0,0.0
2013,Lotto Belisol Team,BILLE Gaëtan,35,1.82,67,158.0,81.0,130.0,73.0,43,False,False,False,120.0,91.0
2013,Lotto Belisol Team,DE GREEF Francis,38,1.93,77,113.0,0.0,85.0,0.0,62,False,True,True,138.0,4.0
2013,Lotto Belisol Team,VAN LEIJEN Joost,39,1.92,73,0.0,0.0,0.0,0.0,19,False,False,False,5.0,0.0
2013,Lotto Belisol Team,KAISEN Olivier,40,1.95,82,40.0,12.0,10.0,0.0,49,False,False,False,25.0,0.0
2013,Lotto Belisol Team,DOCKX Gert,35,1.75,64,88.0,38.0,67.0,38.0,47,False,False,True,99.0,23.0
2013,Lotto Belisol Team,ROBERT Fréderique,34,1.76,68,110.0,91.0,71.0,44.0,46,False,False,False,62.0,24.0
2013,Lotto Belisol Team,VANENDERT Dennis,35,1.81,64,83.0,11.0,60.0,11.0,41,False,True,False,62.0,2.0
2013,Lotto Belisol Team,NEYENS Maarten,38,1.9,74,15.0,0.0,5.0,0.0,44,False,False,False,25.0,0.0
2013,Lotto Belisol Team,BELLEMAKERS Dirk,39,1.96,75,52.0,0.0,25.0,0.0,54,False,False,True,60.0,8.0
2013,Lotto Belisol Team,BROECKX Stig,33,1.88,73,35.0,49.0,7.0,11.0,18,False,False,False,2.0,0.0
2013,Lotto Belisol Team,CORDEEL Sander,36,1.87,80,12.0,0.0,7.0,0.0,37,False,False,False,11.0,0.0
2013,Lotto Belisol Team,BULGAÇ Brian,35,1.89,71,30.0,0.0,30.0,0.0,59,False,False,True,35.0,0.0
2013,Lotto Belisol Team,CAROLUS Jorne,31,,,17.0,26.0,17.0,14.0,21,False,False,False,4.0,15.0
2013,Movistar Team,VALVERDE Alejandro,43,1.77,61,2500.0,999.0,942.0,448.0,35,True,True,False,2118.0,451.0
2013,Movistar Team,QUINTANA Nairo,33,1.67,59,1623.0,500.0,670.0,194.0,29,True,False,False,668.0,384.0
2013,Movistar Team,COSTA Rui,37,1.83,69,1786.0,695.0,852.0,342.0,37,True,False,False,1437.0,488.0
2013,Movistar Team,VISCONTI Giovanni,40,1.75,63,453.0,62.0,370.0,56.0,57,False,False,True,673.0,341.0
2013,Movistar Team,ROJAS José Joaquín,38,1.77,70,638.0,190.0,304.0,136.0,44,True,False,False,377.0,52.0
2013,Movistar Team,HERRADA Jesús,33,1.83,70,216.0,184.0,46.0,90.0,42,False,False,False,53.0,19.0
2013,Movistar Team,KARPETS Vladimir,43,1.9,79,62.0,0.0,62.0,0.0,57,False,False,True,75.0,3.0
2013,Movistar Team,VENTOSO Francisco José,41,1.8,75,423.0,92.0,310.0,82.0,52,False,False,True,398.0,186.0
2013,Movistar Team,GUTIÉRREZ José Iván,44,1.81,71,44.0,0.0,11.0,0.0,34,True,True,False,60.0,6.0
2013,Movistar Team,CASTROVIEJO Jonathan,36,1.71,62,231.0,14.0,136.0,14.0,41,True,False,False,451.0,155.0
2013,Movistar Team,PLAZA Rubén,43,1.91,77,260.0,147.0,215.0,147.0,40,True,False,False,93.0,15.0
2013,Movistar Team,LASTRAS Pablo,47,1.83,68,65.0,0.0,57.0,0.0,48,False,True,True,153.0,4.0
2013,Movistar Team,INTXAUSTI Beñat,37,1.75,61,835.0,168.0,498.0,62.0,38,False,True,True,484.0,116.0
2013,Movistar Team,SZMYD Sylwester,45,1.79,60,72.0,7.0,39.0,7.0,33,False,True,False,377.0,97.2
2013,Movistar Team,AMADOR Andrey,37,1.8,73,274.0,25.0,239.0,25.0,35,True,False,False,287.0,57.0
2013,Movistar Team,COBO Juan José,42,1.75,62,109.0,0.0,109.0,0.0,46,False,False,True,129.0,0.0
2013,Movistar Team,MORENO Javier,39,1.81,63,448.0,227.0,420.0,227.0,37,False,True,False,405.0,147.0
2013,Movistar Team,CAPECCHI Eros,37,1.83,65,217.0,41.0,73.0,0.0,49,False,True,True,517.0,196.0
2013,Movistar Team,ERVITI Imanol,39,1.89,82,89.0,0.0,35.0,0.0,46,True,True,False,122.0,0.0
2013,Movistar Team,DOWSETT Alex,35,1.82,75,201.0,36.0,177.0,32.0,47,False,False,True,170.0,38.0
2013,Movistar Team,HERRADA José,38,1.75,65,373.0,57.0,163.0,24.0,56,False,True,True,72.0,1.0
2013,Movistar Team,MADRAZO Ángel,35,1.71,61,134.0,67.0,27.0,0.0,36,False,False,False,236.0,110.0
2013,Movistar Team,SANZ Enrique,34,1.75,67,88.0,53.0,59.0,42.0,31,False,False,False,136.0,84.0
2013,Movistar Team,TERUEL Eloy,40,1.81,73,6.0,0.0,1.0,0.0,32,False,False,False,0.0,0.0
2013,Movistar Team,OSPINA Argiro,32,,,0.0,0.0,0.0,0.0,9,False,False,False,0.0,0.0
2013,Omega Pharma - Quick-Step,BOONEN Tom,43,1.92,82,137.0,68.0,107.0,48.0,41,False,False,False,2110.0,1067.8
2013,Omega Pharma - Quick-Step,CAVENDISH Mark,38,1.75,70,1868.0,738.6,1176.0,486.6,63,True,False,True,1254.0,489.6
2013,Omega Pharma - Quick-Step,PETACCHI Alessandro,49,1.85,70,89.0,69.0,67.0,48.0,25,False,False,False,208.0,159.0
2013,Omega Pharma - Quick-Step,CHAVANEL Sylvain,44,1.81,73,1286.0,430.0,576.0,218.0,46,True,False,False,1023.0,389.0
2013,Omega Pharma - Quick-Step,KWIATKOWSKI Michał,33,1.76,68,1122.0,315.0,500.0,219.0,35,True,False,False,437.0,135.0
2013,Omega Pharma - Quick-Step,MARTIN Tony,38,1.85,75,1421.0,442.0,628.0,264.0,42,True,True,False,1571.0,672.0
2013,Omega Pharma - Quick-Step,TRENTIN Matteo,34,1.79,74,285.0,38.6,65.0,16.6,53,True,False,True,136.0,39.0
2013,Omega Pharma - Quick-Step,TERPSTRA Niki,39,1.9,75,843.0,240.6,388.0,162.6,50,True,False,False,817.0,420.0
2013,Omega Pharma - Quick-Step,ŠTYBAR Zdeněk,37,1.83,68,735.0,197.6,216.0,65.6,25,False,True,False,332.0,128.0
2013,Omega Pharma - Quick-Step,PINEAU Jérôme,43,1.76,65,118.0,0.0,53.0,0.0,50,True,False,True,176.0,47.0
2013,Omega Pharma - Quick-Step,DEVENYNS Dries,40,1.77,65,194.0,68.0,19.0,5.0,26,False,False,False,256.0,30.0
2013,Omega Pharma - Quick-Step,BRAMBILLA Gianluca,36,1.7,57,56.0,0.0,37.0,0.0,38,False,False,True,410.0,170.8
2013,Omega Pharma - Quick-Step,VELITS Peter,38,1.81,63,463.0,15.0,216.0,15.0,45,True,False,False,596.0,172.0
2013,Omega Pharma - Quick-Step,MEERSMAN Gianni,37,1.77,63,699.0,235.0,494.0,173.0,49,False,True,False,568.0,199.0
2013,Omega Pharma - Quick-Step,GRABSCH Bert,48,1.79,78,43.0,1.0,28.0,1.0,38,False,False,False,147.0,24.0
2013,Omega Pharma - Quick-Step,STEEGMANS Gert,43,1.9,82,108.0,6.0,37.0,6.0,50,True,False,True,213.0,47.8
2013,Omega Pharma - Quick-Step,PAUWELS Serge,39,1.77,65,181.0,14.0,111.0,14.0,63,False,True,True,200.0,11.0
2013,Omega Pharma - Quick-Step,SERRY Pieter,34,1.86,66,258.0,62.0,36.0,4.0,40,False,True,False,257.0,121.0
2013,Omega Pharma - Quick-Step,VERONA Carlos,31,1.86,68,68.0,15.0,20.0,0.0,39,False,False,False,0.0,0.0
2013,Omega Pharma - Quick-Step,VANDENBERGH Stijn,39,1.99,86,255.0,89.6,230.0,89.6,29,False,False,False,97.0,4.8
2013,Omega Pharma - Quick-Step,MAES Nikolas,37,1.9,78,333.0,170.0,93.0,32.0,46,False,False,False,105.0,11.8
2013,Omega Pharma - Quick-Step,GOŁAŚ Michał,39,1.8,65,163.0,64.0,92.0,42.0,53,False,False,True,226.0,14.0
2013,Omega Pharma - Quick-Step,VAN KEIRSBULCK Guillaume,32,1.92,89,148.0,10.6,54.0,1.6,47,False,True,False,105.0,37.8
2013,Omega Pharma - Quick-Step,VERMOTE Julien,34,1.79,74,60.0,0.0,48.0,0.0,45,False,False,True,190.0,105.0
2013,Omega Pharma - Quick-Step,VANDEWALLE Kristof,38,1.8,74,369.0,141.0,193.0,108.0,40,False,True,False,230.0,26.0
2013,Omega Pharma - Quick-Step,KEISSE Iljo,40,1.83,72,81.0,33.6,41.0,1.6,51,False,False,True,38.0,20.0
2013,Omega Pharma - Quick-Step,DE WEERT Kevin,41,1.82,70,89.0,0.0,20.0,0.0,41,False,True,False,163.0,9.0
2013,Omega Pharma - Quick-Step,RABOŇ František,40,1.83,74,25.0,19.0,21.0,7.0,44,False,False,False,118.0,44.8
2013,Omega Pharma - Quick-Step,VELITS Martin,38,1.85,70,44.0,1.6,39.0,1.6,42,False,False,False,82.0,2.0
2013,Omega Pharma - Quick-Step,FENN Andrew,33,1.86,79,161.0,83.0,113.0,81.0,48,False,True,False,337.0,267.0
2013,Orica GreenEDGE,MATTHEWS Michael,33,1.78,72,468.0,257.0,144.0,165.0,42,False,True,False,379.0,151.2
2013,Orica GreenEDGE,O'GRADY Stuart,50,1.76,73,100.0,0.0,25.0,0.0,39,True,False,False,180.0,110.0
2013,Orica GreenEDGE,GERRANS Simon,43,1.69,62,515.0,101.0,332.0,81.0,40,True,True,False,1245.0,470.0
2013,Orica GreenEDGE,ALBASINI Michael,42,1.72,65,376.0,104.0,206.0,89.0,45,True,False,False,784.0,231.0
2013,Orica GreenEDGE,DAVIS Allan,43,1.72,73,28.0,26.4,28.0,26.4,30,False,False,False,476.0,88.8
2013,Orica GreenEDGE,COOKE Baden,45,1.8,75,25.0,0.4,25.0,0.4,45,False,True,False,157.0,46.8
2013,Orica GreenEDGE,IMPEY Daryl,38,1.81,72,607.0,140.0,226.0,60.0,42,True,False,False,241.0,30.0
2013,Orica GreenEDGE,CLARKE Simon,37,1.75,63,257.0,106.0,62.0,6.0,38,True,True,False,572.0,211.0
2013,Orica GreenEDGE,WEENING Pieter,42,1.86,68,816.0,329.0,381.0,148.0,50,False,False,True,187.0,9.0
2013,Orica GreenEDGE,GOSS Matthew,37,1.78,70,318.0,35.0,220.0,35.0,52,True,False,True,860.0,180.0
2013,Orica GreenEDGE,LANGEVELD Sebastian,38,1.78,67,289.0,102.0,247.0,101.0,28,False,False,False,242.0,35.8
2013,Orica GreenEDGE,KEUKELEIRE Jens,34,1.85,69,198.0,69.4,111.0,21.4,53,False,False,True,185.0,25.0
2013,Orica GreenEDGE,DURBRIDGE Luke,32,1.87,78,268.0,175.0,80.0,116.0,53,False,False,True,671.0,352.0
2013,Orica GreenEDGE,TUFT Svein,46,1.75,77,245.0,44.0,65.0,16.0,53,True,False,True,529.0,149.8
2013,Orica GreenEDGE,VAITKUS Tomas,41,1.85,75,25.0,48.0,25.0,48.0,27,False,False,False,67.0,8.0
2013,Orica GreenEDGE,MEYER Cameron,35,1.81,70,539.0,187.0,428.0,181.0,31,True,False,False,286.0,32.0
2013,Orica GreenEDGE,HOWSON Damien,31,1.88,68,209.0,239.0,179.0,197.0,34,False,False,False,66.0,76.25
2013,Orica GreenEDGE,KRUOPIS Aidis,37,1.84,80,150.0,88.4,126.0,77.4,45,False,False,False,263.0,157.8
2013,Orica GreenEDGE,LANCASTER Brett,43,1.88,78,279.0,32.4,124.0,32.4,55,True,False,True,53.0,0.0
2013,Orica GreenEDGE,HOWARD Leigh,34,1.79,72,263.0,190.0,229.0,186.0,40,False,True,True,163.0,108.0
2013,Orica GreenEDGE,BEPPU Fumiyuki,40,1.8,69,26.0,0.4,15.0,0.4,38,False,False,False,122.0,0.8
2013,Orica GreenEDGE,DOCKER Mitchell,37,1.8,73,66.0,4.0,14.0,2.0,39,False,True,False,38.0,0.0
2013,Orica GreenEDGE,HEPBURN Michael,32,1.86,77,83.0,2.0,8.0,2.0,24,False,False,False,5.0,10.0
2013,Orica GreenEDGE,TEKLEHAIMANOT Daniel,34,1.88,70,165.0,106.666,0.0,0.0,8,False,False,False,162.0,78.666
2013,Orica GreenEDGE,MOURIS Jens,43,1.98,91,121.0,2.4,35.0,0.4,55,False,False,True,116.0,4.8
2013,Orica GreenEDGE,SULZBERGER Wesley,37,1.82,65,99.0,42.0,57.0,18.0,57,False,True,False,40.0,0.0
2013,Orica GreenEDGE,MEIER Christian,38,1.72,61,83.0,29.0,57.0,29.0,54,False,True,True,132.0,46.0
2013,Orica GreenEDGE,BEWLEY Sam,36,1.91,81,20.0,0.0,10.0,0.0,33,False,True,False,62.0,8.0
2013,Orica GreenEDGE,MEYER Travis,34,1.78,68,32.0,6.0,32.0,6.0,43,False,False,False,38.0,0.0
2013,Orica GreenEDGE,KANG Jiyong,35,,,10.0,0.0,0.0,0.0,3,False,False,False,10.0,0.0
2013,RadioShack - Leopard,CANCELLARA Fabian,42,1.86,80,1501.0,507.4,1001.0,384.4,44,False,True,False,933.0,285.0
2013,RadioShack - Leopard,VOIGT Jens,52,1.9,76,75.0,20.0,50.0,20.0,44,True,False,False,217.0,52.0
2013,RadioShack - Leopard,SCHLECK Fränk,43,1.86,65,0.0,0.0,0,0,0,False,False,False,526.0,170.0
2013,RadioShack - Leopard,KLÖDEN Andreas,48,1.83,63,382.0,77.0,229.0,63.0,34,True,False,False,380.0,93.0
2013,RadioShack - Leopard,NIZZOLO Giacomo,34,1.84,72,545.0,164.0,280.0,81.0,52,False,False,True,758.0,319.0
2013,RadioShack - Leopard,ZUBELDIA Haimar,46,1.79,68,167.0,0.0,92.0,0.0,36,True,True,False,507.0,117.0
2013,RadioShack - Leopard,HONDO Danilo,49,1.84,73,92.0,1.0,72.0,1.0,52,False,False,True,104.0,11.0
2013,RadioShack - Leopard,HORNER Chris,52,1.8,70,1003.0,337.0,137.0,42.0,9,False,True,False,694.0,162.2
2013,RadioShack - Leopard,GALLOPIN Tony,35,1.81,69,501.0,149.4,206.0,60.4,40,True,False,False,511.0,112.0
2013,RadioShack - Leopard,MONFORT Maxime,40,1.81,66,433.0,74.0,163.0,50.0,41,True,False,False,560.0,92.0
2013,RadioShack - Leopard,HERMANS Ben,37,1.86,72,312.0,65.0,166.0,58.0,33,False,True,False,253.0,29.0
2013,RadioShack - Leopard,BAKELANTS Jan,37,1.77,67,872.0,311.0,153.0,104.0,19,True,False,False,445.0,116.0
2013,RadioShack - Leopard,SCHLECK Andy,38,1.86,68,123.0,4.0,16.0,0.0,43,True,False,False,15.0,0.0
2013,RadioShack - Leopard,JUNGELS Bob,31,1.89,70,335.0,201.0,242.0,186.0,35,False,False,False,190.0,258.0
2013,RadioShack - Leopard,POPOVYCH Yaroslav,43,1.75,64,159.0,7.4,92.0,7.4,47,False,True,True,78.0,1.0
2013,RadioShack - Leopard,BENNETT George,33,1.8,58,198.0,55.0,84.0,30.0,41,False,False,True,34.0,1.2
2013,RadioShack - Leopard,DEVOLDER Stijn,44,1.82,72,97.0,100.4,80.0,93.4,46,False,False,False,82.0,10.0
2013,RadioShack - Leopard,MACHADO Tiago,38,1.78,63,355.0,113.0,274.0,107.0,52,False,False,True,467.0,170.0
2013,RadioShack - Leopard,RAST Grégory,43,1.86,80,206.0,25.4,134.0,25.4,48,False,True,False,265.0,105.0
2013,RadioShack - Leopard,OLIVEIRA Nelson,34,1.8,67,61.0,1.4,36.0,1.4,51,False,False,True,119.0,38.0
2013,RadioShack - Leopard,KIŠERLOVSKI Robert,37,1.8,72,441.0,56.0,281.0,44.0,45,False,True,True,526.0,100.0
2013,RadioShack - Leopard,IRIZAR Markel,43,1.82,73,113.0,1.4,21.0,1.4,43,True,True,False,96.0,23.0
2013,RadioShack - Leopard,ROHREGGER Thomas,40,1.76,63,35.0,4.0,5.0,0.0,36,False,False,False,106.0,23.0
2013,RadioShack - Leopard,SERGENT Jesse,35,1.89,76,130.0,38.0,70.0,28.0,43,False,False,True,236.0,91.0
2013,RadioShack - Leopard,ROULSTON Hayden,42,1.86,81,55.0,41.4,40.0,41.4,52,False,False,True,76.0,0.0
2013,RadioShack - Leopard,KING Ben,34,1.83,68,5.0,0.0,5.0,0.0,32,False,False,False,24.0,6.2
2013,RadioShack - Leopard,BUSCHE Matthew,38,1.74,69,344.0,116.0,182.0,62.0,43,False,True,False,197.0,76.2
2013,RadioShack - Leopard,DIDIER Laurent,39,1.89,68,89.0,17.0,57.0,17.0,51,True,False,False,114.0,46.0
2013,Sky Procycling,FROOME Chris,38,1.86,68,2415.0,873.0,1350.0,536.0,30,True,False,False,1536.0,320.0
2013,Sky Procycling,BOASSON HAGEN Edvald,36,1.8,75,879.0,226.8,442.0,169.8,34,True,True,False,1791.0,544.0
2013,Sky Procycling,URÁN Rigoberto,36,1.73,63,770.0,51.0,608.0,41.0,44,False,True,True,1228.0,473.0
2013,Sky Procycling,PORTE Richie,38,1.72,62,1509.0,446.0,1110.0,394.0,40,True,False,False,651.0,288.0
2013,Sky Procycling,THOMAS Geraint,37,1.83,71,704.0,238.8,599.0,238.8,34,True,False,False,203.0,36.0
2013,Sky Procycling,WIGGINS Bradley,43,1.9,76,733.0,238.0,334.0,91.0,34,False,False,True,2388.0,749.0
2013,Sky Procycling,HENAO Sergio,35,1.7,61,1047.0,327.0,838.0,232.0,44,False,True,True,1132.0,365.0
2013,Sky Procycling,KIRYIENKA Vasil,42,1.82,69,326.0,16.0,25.0,0.0,40,True,True,False,449.0,92.0
2013,Sky Procycling,EISEL Bernhard,42,1.83,74,273.0,54.8,257.0,54.8,34,False,False,False,207.0,53.6
2013,Sky Procycling,SWIFT Ben,36,1.79,69,141.0,91.0,125.0,85.0,25,False,False,False,415.0,72.0
2013,Sky Procycling,SIUTSOU Kanstantsin,41,1.83,68,335.0,42.0,168.0,34.0,49,True,False,True,93.0,37.0
2013,Sky Procycling,HAYMAN Mathew,45,1.9,78,176.0,50.8,134.0,46.8,34,False,False,False,154.0,31.0
2013,Sky Procycling,CATALDO Dario,38,1.75,64,188.0,26.0,80.0,7.0,49,False,True,True,516.0,83.0
2013,Sky Procycling,LÓPEZ David,42,1.79,68,496.0,150.0,107.0,10.0,38,True,False,False,130.0,61.0
2013,Sky Procycling,KNEES Christian,42,1.94,81,120.0,6.0,69.0,2.0,49,False,True,True,220.0,28.6
2013,Sky Procycling,STANNARD Ian,36,1.9,83,377.0,146.8,227.0,119.8,35,True,False,False,150.0,1.6
2013,Sky Procycling,SUTTON Chris,39,1.76,67,112.0,70.8,56.0,49.8,32,False,False,False,49.0,25.0
2013,Sky Procycling,ROWE Luke,33,1.85,72,116.0,48.8,93.0,41.8,36,False,True,False,180.0,85.0
2013,Sky Procycling,KENNAUGH Peter,34,1.73,66,88.0,28.0,18.0,24.0,42,True,False,False,0.0,0.0
2013,Sky Procycling,DOMBROWSKI Joe,32,1.85,68,102.0,32.0,6.0,0.0,37,False,False,False,182.0,150.0
2013,Sky Procycling,ZANDIO Xabier,46,1.84,73,129.0,5.0,60.0,0.0,41,False,True,True,48.0,0.0
2013,Sky Procycling,PATE Danny,44,1.85,73,90.0,4.0,70.0,0.0,46,False,False,True,48.0,0.0
